TEST,gs://src-media.ignorethegap.com/orange/IMG_1428.JPG,unknown,0.4056872,0.33501896,0.5677725,0.33501896,0.5677725,0.5436157,0.4056872,0.5436157
UNASSIGNED,gs://src-media.ignorethegap.com/elephant/elephant_0966.JPG,unknown,0.35829383,0.06953224,0.7677725,0.06953224,0.7677725,0.8305942,0.35829383,0.8305942
UNASSIGNED,gs://src-media.ignorethegap.com/cow/cow_1296.JPG,unknown,0.20379147,0.17067003,0.5952607,0.17067003,0.5952607,0.53476614,0.20379147,0.53476614
UNASSIGNED,gs://src-media.ignorethegap.com/chocolate/chocolate_0163.JPG,unknown,0.20379147,0.24020228,0.7402844,0.24020228,0.7402844,0.9898862,0.20379147,0.9898862
UNASSIGNED,gs://src-media.ignorethegap.com/pear/IMG_1526.JPG,unknown,0.43317536,0.3476612,0.59052134,0.3476612,0.59052134,0.6396966,0.43317536,0.6396966
UNASSIGNED,gs://src-media.ignorethegap.com/duck/duck_0902.JPG,unknown,0.33838862,0.29962075,0.58388627,0.29962075,0.58388627,0.596713,0.33838862,0.596713
UNASSIGNED,gs://src-media.ignorethegap.com/cow/cow_0350.JPG,unknown,0.23981042,0.22756004,0.6521327,0.22756004,0.6521327,0.6965866,0.23981042,0.6965866
UNASSIGNED,gs://src-media.ignorethegap.com/cow/cow_0374.JPG,unknown,0.24454977,0.3868521,0.59905213,0.3868521,0.59905213,0.8305942,0.24454977,0.8305942
UNASSIGNED,gs://src-media.ignorethegap.com/chocolate/chocolate_1328.JPG,unknown,0.33554503,0.12262958,0.6729858,0.12262958,0.6729858,0.60429835,0.33554503,0.60429835
UNASSIGNED,gs://src-media.ignorethegap.com/tree/tree_0697.JPG,unknown,0.29099527,0.04930468,0.72606635,0.04930468,0.72606635,0.7092288,0.29099527,0.7092288
UNASSIGNED,gs://src-media.ignorethegap.com/flamingo/flamingo_0585.JPG,unknown,0.4085308,0.4993679,0.6824645,0.4993679,0.6824645,0.78508216,0.4085308,0.78508216
UNASSIGNED,gs://src-media.ignorethegap.com/pig/IMG_0303.JPG,unknown,0.36777252,0.39696586,0.6720379,0.39696586,0.6720379,0.6927939,0.36777252,0.6927939
UNASSIGNED,gs://src-media.ignorethegap.com/duck/duck_0878.JPG,unknown,0.14123222,0.0897598,0.39526066,0.0897598,0.39526066,0.41340077,0.14123222,0.41340077
UNASSIGNED,gs://src-media.ignorethegap.com/child face/iu-11.jpeg,child face,0.40189573,0.010084034,0.9592417,0.010084034,0.9592417,0.82184875,0.40189573,0.82184875
TEST,gs://src-media.ignorethegap.com/banana/banana_1566.JPG,unknown,0.30616114,0.18836915,0.7203792,0.18836915,0.7203792,0.7218711,0.30616114,0.7218711
UNASSIGNED,gs://src-media.ignorethegap.com/rooster/IMG_1120.JPG,unknown,0.39526066,0.22250316,0.56398106,0.22250316,0.56398106,0.43994942,0.39526066,0.43994942
UNASSIGNED,gs://src-media.ignorethegap.com/rooster/IMG_1127.JPG,unknown,0.4028436,0.06953224,0.521327,0.06953224,0.521327,0.29329962,0.4028436,0.29329962
VALIDATION,gs://src-media.ignorethegap.com/banana/banana_1575.JPG,unknown,0.20663507,0.2300885,0.6265403,0.2300885,0.6265403,0.48672566,0.20663507,0.48672566
UNASSIGNED,gs://src-media.ignorethegap.com/flamingo/flamingo_0909.JPG,unknown,0.43696684,0.32743362,0.8180095,0.32743362,0.8180095,0.82680154,0.43696684,0.82680154
UNASSIGNED,gs://src-media.ignorethegap.com/champignon/champignon_0767.JPG,unknown,0.38767773,0.22629583,0.7004739,0.22629583,0.7004739,0.58659923,0.38767773,0.58659923
UNASSIGNED,gs://src-media.ignorethegap.com/sheep/IMG_0250.JPG,unknown,0.45687205,0.19342604,0.8663507,0.19342604,0.8663507,0.64475346,0.45687205,0.64475346
UNASSIGNED,gs://src-media.ignorethegap.com/flamingo/flamingo_0920.JPG,unknown,0.37535545,0.24273072,0.8739337,0.24273072,0.8739337,0.61946905,0.37535545,0.61946905
UNASSIGNED,gs://src-media.ignorethegap.com/cheese/cheese_1105.JPG,unknown,0.38388625,0.16561314,0.6047393,0.16561314,0.6047393,0.5132743,0.38388625,0.5132743
TEST,gs://src-media.ignorethegap.com/lemon/IMG_0123.JPG,unknown,0.17535545,0.33375475,0.46824646,0.33375475,0.46824646,0.6776233,0.17535545,0.6776233
UNASSIGNED,gs://src-media.ignorethegap.com/child face/iu-19.jpeg,child face,0.32890996,0.007575758,0.98578197,0.007575758,0.98578197,0.99545455,0.32890996,0.99545455
UNASSIGNED,gs://src-media.ignorethegap.com/icecream/IMG_1537.JPG,unknown,0.5706161,0.24525917,0.7981043,0.24525917,0.7981043,0.7256637,0.5706161,0.7256637
UNASSIGNED,gs://src-media.ignorethegap.com/tree/tree_0705.JPG,unknown,0.36682466,0.051833123,0.8265403,0.051833123,0.8265403,0.7307206,0.36682466,0.7307206
TEST,gs://src-media.ignorethegap.com/apple/apple_1589.JPG,unknown,0.24222432,0.04396985,0.47031102,0.04396985,0.47031102,0.36557788,0.24222432,0.36557788
UNASSIGNED,gs://src-media.ignorethegap.com/champignon/champignon_0772.JPG,unknown,0.47109005,0.1795196,0.7127962,0.1795196,0.7127962,0.6017699,0.47109005,0.6017699
UNASSIGNED,gs://src-media.ignorethegap.com/sponge-cake/sponge-cake_1252.JPG,unknown,0.47109005,0.3426043,0.62938386,0.3426043,0.62938386,0.5271808,0.47109005,0.5271808
UNASSIGNED,gs://src-media.ignorethegap.com/sponge-cake/sponge-cake_1254.JPG,unknown,0.35829383,0.35651076,0.5080569,0.35651076,0.5080569,0.6005057,0.35829383,0.6005057
